Strain,4-Aminobutyrate,Acetate,Acetoin,Acetone,Alanine,Butyrate,Citrate,Ethanol,Formate,Fumarate,Glucose,Glycerol,Glycylproline,Malate,Maltose,Methanol,Pyruvate,Succinate,Valine,acetaldehyde_hydrate_ifr,acetaldehyde_ifr,ethyl acetate
70,0.2152,0.776933333,0.0289,0.010866667,0.054933333,0.226133333,0.490566667,264.6298333,0.009133333,0.007766667,0.723966667,7.616233333,0.810033333,0.6764,9.010566667,0.664366667,0.405866667,0.6236,0.074833333,0.3493,0.0729,0.075066667
72,0.232,0.930933333,0.033033333,0.0141,0.068566667,0.2412,0.4873,279.2431667,0.011733333,0.0052,1.283233333,7.138666667,0.499933333,0.6699,8.911433333,0.6739,0.5339,0.660966667,0.087866667,0.854633333,0.122266667,0.068366667
74,0.144466667,0.637333333,0.0232,0.009266667,0.0551,0.1476,0.406066667,230.1506333,0.009466667,0.0093,0.789366667,6.7657,0.6765,0.616533333,4.709666667,0.471933333,0.4053,0.554533333,0.045233333,0.700066667,0.0662,0.065766667
76,0.203433333,0.4934,0.020633333,0.009366667,0.0356,0.2357,0.4662,263.4627667,0.010066667,0.007866667,1.066366667,7.5482,0.8735,0.694033333,9.978033333,0.6535,0.277033333,0.766,0.079666667,1.456833333,0.078633333,0.078966667
77,0.112866667,0.5416,0.0184,0.016933333,0.044233333,0.226966667,0.467733333,258.1268,0.0086,0.006833333,1.1399,7.6521,0.9543,0.669533333,5.847533333,0.645933333,0.5428,0.8839,0.0806,1.237833333,0.092233333,0.076966667
78,0.222533333,0.649266667,0.025866667,0.011733333,0.028966667,0.131166667,0.445366667,257.4766,0.010133333,0.015533333,1.106066667,6.286566667,0.840166667,0.711233333,5.4049,0.655466667,0.1294,0.683966667,0.070166667,1.0657,0.060866667,0.0674
79,0.132166667,0.705133333,0.023366667,0.012666667,0.0613,0.2075,0.455866667,218.7773667,0.011366667,0.012533333,1.240333333,4.235933333,0.776,0.573833333,14.04136667,0.655466667,0.3187,0.529266667,0.0554,1.216966667,0.076166667,0.061866667
80,0.266166667,0.5508,0.029266667,0.0066,0.034266667,0.237433333,0.458366667,234.2489333,0.0101,0.008066667,1.119733333,4.256566667,0.9638,0.7342,13.8538,0.641366667,0.2838,0.747833333,0.0548,0.8078,0.0463,0.066766667
81,0.1988,0.717466667,0.022966667,0.016666667,0.044366667,0.2295,0.459566667,255.2235,0.0103,0.006366667,1.0891,8.191833333,0.667,0.6045,6.09,0.6467,0.364366667,0.629433333,0.0713,0.4175,0.0692,0.079833333
82,0.231633333,0.893966667,0.027466667,0.0178,0.0393,0.2449,0.4796,286.8431333,0.010466667,0.007766667,1.114633333,8.216833333,0.612766667,0.6729,5.498833333,0.6653,0.231733333,0.717733333,0.066266667,1.034033333,0.103966667,0.088533333
83,0.303466667,0.3975,0.026833333,0.013533333,0.0576,0.2555,0.493533333,272.5132667,0.0111,0.013066667,1.5188,8.553266667,0.7771,0.6967,7.038933333,0.644566667,0.463466667,0.608366667,0.081966667,1.3269,0.059133333,0.088266667
84,0.2244,0.4819,0.0292,0.010666667,0.061333333,0.2189,0.466366667,239.2979333,0.0129,0.012866667,1.236166667,8.193633333,0.574466667,0.665766667,8.1938,0.633433333,0.3709,0.622266667,0.0775,1.229566667,0.077566667,0.0567
85,0.341075,0.81645,0.02205,0.009675,0.188375,0.209625,0.473975,195.337925,0.0115,0.008725,1.208725,7.321175,0.782375,0.68205,39.5031,0.6484,0.315425,0.385875,0.11165,1.35985,0.045075,0.07295
86,0.272,0.991866667,0.0206,0.008933333,0.057666667,0.215933333,0.443833333,214.6396,0.0116,0.008666667,1.0881,5.0589,0.8794,0.6827,16.9869,0.6483,0.355233333,0.485666667,0.054833333,0.782966667,0.048866667,0.055733333
87,0.258866667,0.449233333,0.022566667,0.011266667,0.028466667,0.205733333,0.411466667,219.9709,0.008,0.008533333,0.982066667,6.448566667,0.516833333,0.5486,7.859666667,0.635233333,0.179133333,0.4702,0.057,1.1554,0.060066667,0.066566667
88,0.0783,0.800566667,0.024033333,0.0116,0.0386,0.2351,0.446966667,242.8532333,0.009166667,0.010733333,1.218333333,5.274166667,0.931166667,0.6639,10.42143333,0.627366667,0.344533333,0.761833333,0.078866667,0.964966667,0.050266667,0.060366667
89,0.333133333,0.691133333,0.0177,0.0197,0.346366667,0.129166667,0.414833333,97.57113333,0.015233333,0.010033333,1.0605,5.475933333,0.9097,0.554633333,75.76403333,0.6576,0.1538,0.228,0.227433333,0.980066667,0.030066667,0.021066667
90,0.356066667,1.3344,0.022066667,0.012266667,0.274566667,0.154366667,0.423533333,122.0753,0.018433333,0.011533333,1.236533333,8.072733333,0.828466667,0.5595,64.55666667,0.629566667,0.1023,0.3154,0.138033333,1.1167,0.032066667,0.055433333
91,0.334966667,0.176866667,0.019966667,0.0083,0.412333333,0.125466667,0.341366667,61.19506667,0.018666667,0.011333333,19.39973333,3.493666667,0.987233333,0.235766667,80.4137,0.6629,0.117033333,0.169533333,0.2706,0.405733333,0.019966667,0.019933333
92,0.341666667,0.638233333,0.019666667,0.016566667,0.323133333,0.121566667,0.4209,87.2025,0.013433333,0.009233333,1.164033333,2.240766667,0.886566667,0.553933333,75.93596667,0.650833333,0.0949,0.211533333,0.1998,1.076033333,0.029033333,0.020633333
93,0.350366667,0.8511,0.046166667,0.1088,0.405166667,0.3485,0.242266667,70.70556667,0.1696,0.0058,12.19996667,2.844433333,0.8495,0.186,78.0317,0.688166667,0.103,0.582066667,0.255133333,0.7182,0.021233333,0.023766667
95,0.3359,1.184133333,0.019733333,0.039633333,0.108833333,0.203466667,0.405066667,185.7775,0.0144,0.012833333,1.235966667,8.3062,0.780933333,0.603933333,28.28653333,0.6253,0.1113,0.3352,0.0721,1.344033333,0.043133333,0.045033333
96,0.3242,1.620333333,0.012366667,0.0158,0.1693,0.191533333,0.426066667,161.2740667,0.012466667,0.011233333,1.154266667,6.9351,0.741866667,0.5895,43.9427,0.633833333,0.113033333,0.398466667,0.098733333,1.130466667,0.0343,0.074933333
97,0.138925,0.79775,0.0258,0.02495,0.062825,0.2141,0.447575,228.5762,0.01695,0.017075,1.788025,7.634425,0.684075,0.62775,10.88315,0.625925,0.2927,0.69665,0.06935,1.143975,0.07125,0.069025
167,0.2891,0.582766667,0.020566667,0.0126,0.3274,0.175,0.392066667,165.2453667,0.052633333,0.010166667,2.6085,6.1359,0.861633333,0.447866667,48.81973333,0.6486,0.1763,0.180933333,0.157166667,1.274,0.025966667,0.1254
192,0.3099,0.5863,0.012033333,0.015066667,0.0618,0.2364,0.463833333,239.3655,0.0183,0.009466667,1.250766667,7.3572,0.812533333,0.6263,8.548466667,0.6374,0.408533333,0.501533333,0.0533,1.241633333,0.038466667,0.089066667
196,0.291666667,0.275333333,0.0192,0.0078,0.058766667,0.2153,0.480733333,244.3067333,0.0071,0.0115,0.9453,7.204533333,0.895566667,0.667433333,5.107866667,0.6308,0.382266667,0.5732,0.062533333,0.8631,0.041066667,0.075466667
197,0.276,1.025666667,0.033266667,0.0249,0.0714,0.205933333,0.429466667,210.8235667,0.033466667,0.0106,1.2808,5.465433333,0.717633333,0.696133333,13.83686667,0.609166667,0.131866667,0.663633333,0.034366667,0.977666667,0.074533333,0.046433333
200,0.3335,0.982366667,0.023833333,0.015633333,0.0427,0.242866667,0.4658,234.0382,0.013133333,0.009533333,1.272433333,3.882533333,0.9825,0.7094,14.842,0.658866667,0.168233333,0.450233333,0.070066667,1.2891,0.0581,0.069233333
205,0.274133333,0.448466667,0.0274,0.014066667,0.105166667,0.2311,0.452233333,247.3195,0.014133333,0.011066667,1.0935,7.365933333,0.531466667,0.771933333,5.5149,0.6513,0.5897,0.714533333,0.073233333,0.5962,0.088766667,0.0568
206,0.2883,0.944733333,0.032466667,0.0145,0.133333333,0.1943,0.3874,220.0196333,0.041566667,0.0134,1.018066667,4.376866667,0.454633333,0.648966667,7.1437,0.468433333,0.0904,0.642666667,0.056466667,0.940866667,0.083266667,0.051033333
208,0.3469,0.8219,0.019966667,0.008733333,0.070266667,0.233033333,0.458866667,255.2387333,0.0144,0.0149,1.194966667,9.119066667,0.9647,0.8755,14.41463333,0.651866667,0.095733333,0.612133333,0.035266667,1.359233333,0.0477,0.0766
210,0.22205,0.765,0.01585,0.0146,0.02875,0.22445,0.45605,247.14775,0.0108,0.01355,1.09555,7.9101,0.8231,0.72315,6.93305,0.6356,0.1937,0.52165,0.08075,1.3147,0.0457,0.0679
211,0.264266667,0.616433333,0.030366667,0.0166,0.046766667,0.218266667,0.434533333,251.6274333,0.0154,0.013333333,0.9398,5.658733333,0.4357,0.8222,5.3821,0.633333333,0.273033333,0.630433333,0.068033333,0.901333333,0.114433333,0.071566667
212,0.3114,0.556433333,0.017633333,0.011133333,0.023733333,0.2258,0.431266667,247.3272667,0.0141,0.0154,1.154166667,7.7541,0.806566667,0.874266667,7.875433333,0.655133333,0.0905,0.5922,0.077966667,1.256766667,0.038633333,0.076366667
213,0.338233333,0.715466667,0.0253,0.015,0.030433333,0.224533333,0.436533333,247.7677667,0.020733333,0.016766667,1.3474,7.6716,0.675566667,0.8185,11.20833333,0.650133333,0.0873,0.542,0.072466667,1.396566667,0.047633333,0.0808
221,0.361033333,2.148866667,0.023733333,0.009166667,0.176833333,0.2126,0.415233333,227.8452333,0.015366667,0.016566667,1.2506,4.922466667,0.960633333,0.6636,14.201,0.621,0.071633333,0.3579,0.066133333,1.2775,0.042233333,0.059733333
222,0.344,2.462433333,0.0309,0.0065,0.291733333,0.208066667,0.4492,212.6653667,0.026966667,0.014,1.223033333,6.312133333,1.046466667,0.859033333,21.65056667,0.611233333,0.3994,0.664866667,0.154466667,1.411766667,0.0329,0.059366667
223,0.319533333,2.758366667,0.0309,0.010133333,0.093966667,0.185733333,0.469033333,213.3532333,0.011166667,0.010233333,1.265066667,4.923033333,0.6785,0.618033333,15.18363333,0.617933333,0.392733333,0.383566667,0.052366667,1.2594,0.079533333,0.0724
224,0.326233333,1.660566667,0.0185,0.0075,0.287166667,0.190966667,0.4413,187.8860667,0.0256,0.013733333,1.278633333,6.9307,0.868033333,0.656666667,35.11116667,0.595733333,0.179033333,0.450666667,0.1203,1.2327,0.046933333,0.049133333
225,0.363666667,2.302166667,0.0303,0.008766667,0.136133333,0.223166667,0.4948,247.0036,0.0217,0.019733333,1.5416,7.3469,1.114066667,0.701133333,17.38516667,0.660033333,0.105866667,0.5095,0.067666667,1.516533333,0.054366667,0.058933333
228,0.27385,0.606625,0.032925,0.0107,0.023725,0.216875,0.438375,245.104375,0.010175,0.015675,0.931775,5.3691,0.679925,0.77875,6.90795,0.63615,0.0841,0.713725,0.0686,0.853675,0.078975,0.05335
232,0.273733333,0.892766667,0.026666667,0.012766667,0.043433333,0.2184,0.4408,220.3656,0.009866667,0.0102,1.1216,6.236066667,0.816933333,0.622533333,18.1978,0.6174,0.300166667,0.563,0.0652,1.269333333,0.0526,0.072466667
235,0.237033333,0.9277,0.026933333,0.011366667,0.047633333,0.218866667,0.462966667,211.4929,0.0124,0.010233333,1.208133333,5.036266667,0.704633333,0.6178,15.21096667,0.6381,0.434666667,0.6058,0.082033333,1.406533333,0.067066667,0.070033333
241,0.1666,0.40805,0.01575,0.0212,0.1809,0.24575,0.6046,213.0637,0.03775,0.00835,1.15415,10.4002,0.8258,0.48895,31.904,0.71105,0.62025,0.3731,0.1224,2.12915,0.0324,0.2389
356,0.2329,0.771233333,0.018933333,0.0054,0.028066667,0.262833333,0.622833333,223.8839333,0.010933333,0.006466667,1.054333333,9.651233333,0.919366667,0.605,24.67503333,0.708366667,0.331066667,0.2814,0.077666667,1.308366667,0.0354,0.111333333
357,0.2399,0.143533333,0.0172,0.0046,0.081666667,0.1822,0.710733333,109.6051667,0.0203,0.015033333,1.126766667,6.212566667,0.982033333,0.768833333,59.06593333,0.697733333,0.156233333,0.8157,0.254366667,1.348533333,0.0209,0.107633333
358,0.2422,0.174133333,0.016233333,0.003666667,0.051,0.168233333,0.757533333,108.3357333,0.024833333,0.013066667,1.0787,7.5952,1.097233333,0.764066667,54.63946667,0.7113,0.1774,0.9145,0.2538,1.112633333,0.0215,0.127033333
360,0.089733333,0.586933333,0.021833333,0.0163,0.0333,0.1872,0.414366667,197.8819333,0.009633333,0.0124,1.2056,5.515766667,0.7328,0.6183,10.43126667,0.627133333,0.0902,0.7451,0.0664,0.810433333,0.038166667,0.051033333
361,0.163633333,0.820866667,0.027266667,0.017533333,0.042966667,0.223166667,0.5166,245.7959,0.010433333,0.012033333,1.457966667,9.059466667,0.790933333,0.6968,5.5724,0.612266667,0.262266667,0.7844,0.079633333,1.1171,0.054066667,0.050366667
430,0.2601,1.385533333,0.016466667,0.004633333,0.491933333,0.1258,0.600666667,66.818,0.017333333,0.002166667,1.2742,8.284833333,1.093066667,0.5151,85.06343333,0.705866667,0.228566667,0.3048,0.1878,1.481766667,0.0319,0.192733333
478,0.2615,1.051166667,0.0175,0.0033,0.414866667,0.1153,0.623133333,109.0839333,0.0158,0.004266667,1.222166667,8.187466667,1.0571,0.471133333,66.73596667,0.730566667,0.123466667,0.188733333,0.216533333,1.187266667,0.028533333,0.378566667
479,0.2487,0.889533333,0.0184,0.0039,0.495766667,0.082833333,0.563,71.42983333,0.0136,0.0045,1.072133333,4.685566667,0.95,0.6678,80.13,0.691666667,0.2246,0.2972,0.2642,1.212433333,0.044233333,0.458833333
482,0.259333333,1.001866667,0.0193,0.004,0.500866667,0.106,0.571466667,65.9138,0.012033333,0.0068,1.2372,4.8642,1.1409,0.649333333,86.84513333,0.718866667,0.238833333,0.303933333,0.2686,6.078166667,0.0394,0.566333333
490,0.2164,1.117266667,0.022666667,0.004466667,0.2532,0.194866667,0.589633333,211.1776333,0.0184,0.004266667,1.103666667,10.35613333,1.015466667,0.4675,41.42183333,0.5358,0.2316,0.2417,0.148866667,1.155466667,0.0473,0.476933333
491,0.0896,0.8906,0.02105,0.01125,0.03455,0.14365,0.60165,318.28015,0.0088,0.01075,1.127,7.6007,0.841,0.8562,8.82225,0.72125,0.2341,0.83045,0.0818,1.32045,0.07605,0.288
505,0.3584,0.754166667,0.0216,0.008866667,0.104233333,0.2133,0.4442,206.5058333,0.0175,0.0158,1.289,5.925766667,0.875766667,0.7145,31.39123333,0.653333333,0.345233333,0.435033333,0.069166667,1.2136,0.053433333,0.0563
619,0.270833333,1.0351,0.019566667,0.009,0.519266667,0.114333333,0.5954,65.08783333,0.014166667,0.004933333,1.1032,4.872233333,0.985966667,0.661466667,85.8601,0.7081,0.232666667,0.318966667,0.2816,1.228466667,0.042433333,0.7747
620,0.293733333,2.964833333,0.019766667,0.004033333,0.530733333,0.1038,0.6896,51.632,0.018933333,0.008366667,1.202733333,2.986266667,1.151433333,0.589533333,86.3171,0.7171,0.167766667,0.389266667,0.267033333,1.244966667,0.0361,0.849133333
621,0.2712,1.05185,0.019,0.0048,0.51945,0.1199,0.65,57.3653,0.01935,0.0054,1.1957,4.46485,1.1995,0.61985,84.975,0.7127,0.2127,0.4703,0.2764,1.12945,0.0389,0.53945
667,0.258466667,1.200766667,0.0254,0.009066667,0.064566667,0.2109,0.470366667,224.7223,0.0126,0.009666667,1.104866667,5.219266667,0.971233333,0.633266667,12.05813333,0.614,0.411733333,0.481466667,0.0513,1.137966667,0.046566667,0.054566667
672,0.26825,0.30525,0.02145,0.01695,0.39625,0.1408,0.6008,61.74315,0.06125,0.00555,1.3026,5.7069,1.2388,0.5366,85.08315,0.65785,0.1938,0.43795,0.23865,1.2908,0.0196,0.5148
684,0.2691,0.7184,0.022366667,0.0041,0.390933333,0.131133333,0.634666667,81.57373333,0.053966667,0.0045,1.434,7.181666667,1.262733333,0.509266667,86.0598,0.690866667,0.226566667,0.4521,0.240633333,1.281966667,0.020266667,0.2232
695,0.2994,0.811266667,0.0245,0.011566667,0.0295,0.210933333,0.4515,213.6422667,0.01,0.0101,1.140866667,4.372366667,0.750666667,0.695833333,13.44393333,0.623433333,0.2175,0.591666667,0.0743,1.235333333,0.068066667,0.0161
816,0.2634,1.153066667,0.022366667,0.0071,0.355266667,0.1644,0.607433333,103.1887,0.040866667,0.005,1.2043,8.847066667,1.238433333,0.5002,82.42306667,0.669133333,0.1825,0.384933333,0.2355,1.1929,0.023466667,0.0932
1006,0.336166667,0.972633333,0.0227,0.0225,0.0943,0.250566667,0.4337,200.4858667,0.015666667,0.011833333,2.446133333,5.728266667,1.000533333,0.7892,32.3236,0.6294,0.136866667,0.523,0.0678,1.154166667,0.052166667,0.054033333
1026,0.269933333,1.181866667,0.0249,0.011166667,0.074366667,0.188666667,0.388133333,192.1797,0.008766667,0.007566667,1.017866667,4.6195,0.710833333,0.5207,21.37226667,0.4675,0.176033333,0.4486,0.055233333,1.086866667,0.0604,0.051933333
1064,0.1932,0.313333333,0.025233333,0.006766667,0.0502,0.198533333,0.424466667,211.5892333,0.009733333,0.0093,1.149166667,7.230266667,0.7414,0.600966667,5.3924,0.4531,0.8133,0.531266667,0.069,1.137,0.050633333,0.061933333
1151,0.338166667,0.8855,0.0225,0.021566667,0.230533333,0.2027,0.436933333,180.5079333,0.0094,0.0095,1.202666667,8.3037,1.013766667,0.6436,39.10616667,0.6306,0.159,0.370233333,0.138166667,1.2804,0.041633333,0.0498
1228,0.320833333,0.839833333,0.020033333,0.007233333,0.204733333,0.191266667,0.447133333,162.7582333,0.028166667,0.009033333,1.677933333,4.3136,1.034633333,0.5956,55.3055,0.632866667,0.1548,0.3327,0.117766667,1.119633333,0.034266667,0.075066667
1245,0.33635,1.112625,0.01435,0.01135,0.1639,0.219,0.455125,216.19335,0.011625,0.008825,1.19865,5.703875,0.761925,0.588775,22.930625,0.6424,0.27065,0.575125,0.085925,1.36235,0.048975,0.0765
1337,0.3067,0.3715,0.020766667,0.0331,0.065833333,0.233933333,0.452566667,248.9340333,0.008533333,0.009833333,1.132933333,6.998033333,0.798033333,0.741233333,6.553566667,0.633433333,0.884333333,0.430933333,0.077866667,1.2329,0.0417,0.070033333
1406,0.262633333,1.3836,0.057533333,0.0116,0.295266667,0.1565,0.5938,88.63163333,0.039233333,0.0065,1.129133333,8.321533333,1.116166667,0.508733333,81.42256667,0.480033333,0.0457,0.263533333,0.190033333,0.9216,0.046233333,0.057933333
1407,0.2436,0.621533333,0.0727,0.004233333,0.396866667,0.1197,0.6212,54.02516667,0.026233333,0.0047,2.0687,9.4855,1.268433333,0.471366667,84.8769,0.707133333,0.037133333,0.199433333,0.265133333,0.878366667,0.016133333,0.060066667
1408,0.252733333,1.413866667,0.020766667,0.015433333,0.499033333,0.092566667,0.582966667,66.06526667,0.0128,0.007933333,1.156166667,5.182466667,1.0131,0.607,83.5128,0.696666667,0.2414,0.2954,0.2744,1.252566667,0.047666667,0.4766
1409,0.185733333,0.162933333,0.018266667,0.009166667,0.4334,0.1229,0.569366667,44.01966667,0.0419,0.0227,2.2414,5.422533333,1.158566667,0.6093,68.27273333,0.7154,0.0707,0.4097,0.283766667,1.144666667,0.008633333,0.055
1413,0.0754,1.054033333,0.024433333,0.011066667,0.0375,0.138666667,0.611133333,318.6128333,0.007366667,0.009433333,1.148066667,6.6495,0.822066667,0.9223,8.247133333,0.7265,0.398733333,0.972233333,0.0788,1.3596,0.121833333,0.207866667
1414,0.249466667,0.0719,0.024,0.0053,0.4172,0.113866667,0.582633333,43.58266667,0.025833333,0.073966667,1.8954,1.9432,1.065,0.751466667,86.4159,0.696166667,0.180433333,0.274866667,0.2163,1.0845,0.016,0.237033333
1415,0.200166667,0.158233333,0.0203,0.008733333,0.366733333,0.1472,0.5777,45.1395,0.072933333,0.0033,1.399633333,7.460133333,1.093466667,0.449966667,84.15973333,0.698733333,0.237266667,0.2627,0.252766667,1.211733333,0.013033333,0.129266667
