Strain,4.Aminobutyrate,Acetate,Acetoin,Acetone,Alanine,Butyrate,Citrate,Ethanol,Formate,Fumarate,Glucose,Glycerol,Lactate,Malate,Maltose,Methanol,Pyruvate,Succinate,Valine,Acetaldehyde.Hydrate.IFR,Acetaldehyde.IFR,Ethyl Acetate
539,0.044666667,0.382366667,0.008666667,0.0153,0.034033333,0.0247,0.026166667,24.46373333,0.010033333,0.001733333,0.100566667,5.533733333,0,0.061566667,0,0.2785,0.006233333,0.1386,0.000533333,0.122633333,0.063533333,0.039866667
541,0.005133333,0.664733333,0.0209,0.012166667,0.015366667,0.011366667,0.004433333,19.01776667,0.051566667,0.0028,16.82653333,1.387966667,0,0.012133333,0,0.256933333,0.021633333,0.023266667,0.001266667,0.060966667,0.021933333,0.0286
543,0.0429,0.460533333,0.0065,0.012966667,0.043933333,0.011033333,0.007566667,35.34163333,0.004633333,0.000933333,0.0191,5.7855,0.0876,0.0593,0,0.252433333,0.0182,0.002966667,0.002766667,0.1049,0.033033333,0.022533333
546,0.0298,0.6352,0.007866667,0.0122,0.025433333,0.012533333,0.007466667,36.9608,0.0023,0.001133333,0.018766667,5.0722,0.106266667,0.024233333,0.003666667,0.2521,0.005833333,0.069033333,0.0004,0.0773,0.025433333,0.029533333
548,0.006533333,0.3459,0.0044,0.004466667,0.010833333,0.0244,0.006,38.57403333,0.0068,0.0015,0.0317,5.3558,0.196233333,0.032266667,0,0.238666667,0.022333333,0.001933333,0,0.0968,0.044133333,0.009333333
551,0.0085,0.6354,0.005733333,0.003,0.0064,0.0252,0.0109,36.15323333,0.0053,0.002966667,0.031966667,5.41,0,0.042866667,0,0.1621,0.004033333,0.029766667,0,0.134266667,0.0537,0.0118
559,0.019633333,0.688433333,0.0081,0.356133333,0.0162,0.0174,0.0142,29.7127,0.005166667,0.001233333,0.0298,6.154,0.261433333,0.032966667,0,0.278,0.046533333,0.044333333,0,0.1102,0.062733333,0.076066667
563,0.0092,0.47825,0.00335,0.0039,0.0158,0.0189,0.007,38.4133,0.00685,0.0016,0.04605,5.37455,0.0616,0.0265,0.0055,0.23595,0.00775,0.0432,0.00155,0.11305,0.0535,0.01135
566,0.040466667,0.051566667,0.0107,0.1146,0.047166667,0.019766667,0.036566667,31.60953333,0.003566667,0.001366667,0.0258,5.106533333,0.1263,0.032266667,0,0.2871,0.035833333,0.008166667,0,0.210333333,0.085166667,0.0427
568,0.0279,0.597533333,0.008,0.003066667,0.033933333,0.010033333,0.011666667,23.61393333,0.003966667,0.002433333,0.0521,13.5283,0,0.035566667,0,0.2262,0.005433333,0.068933333,0.003366667,0.079733333,0.043366667,0.012166667
570,0.009833333,0.5602,0.0052,0.0106,0.015166667,0.021466667,0.010733333,35.43436667,0.007266667,0.003233333,0.027666667,5.5705,0.0495,0.0399,0.003666667,0.237266667,0.009066667,0.059033333,0.0016,0.112833333,0.058533333,0.009366667
571,0.01,0.5687,0.006833333,0.0023,0.008,0.028866667,0.0115,33.522,0.0087,0.0032,0.053566667,5.396666667,0.043933333,0.052633333,0,0.234566667,0.007866667,0.031566667,1.00E-04,0.124566667,0.0628,0.008266667
573,0.0161,0.5591,0.0053,0.002433333,0.0082,0.021,0.006166667,34.6323,0.0073,0.002466667,0.0319,5.5335,0.125133333,0.0407,0,0.227433333,0.0138,0.0502,0,0.075866667,0.052066667,0.006533333
575,0.016733333,0.4636,0.0045,0.0028,0.013,0.0249,0.0074,37.5807,0.0072,0.001933333,0.0359,4.509633333,0.138966667,0.039266667,0,0.1573,0.0208,0.078766667,0,0.097,0.0473,0.009333333
580,0.008366667,0.72,0.0054,0.007133333,0.022266667,0.017766667,0.0069,39.16936667,0.0062,0.001633333,0.0186,5.318566667,0.062866667,0.0319,0.003666667,0.251433333,0.005133333,0.0922,0.0004,0.126733333,0.046533333,0.0097
582,0.0382,0.0636,0.007966667,0.1455,0.014366667,0.019166667,0.015633333,26.94796667,0.0035,0.001133333,0.008666667,4.755733333,0,0.048733333,0,0.236466667,0.005266667,0.055566667,3.33E-05,0.1595,0.104433333,0.0497
585,0.033266667,0.2871,0.005266667,0.122733333,0.053466667,0.011233333,0.014133333,32.09263333,0.006,0.001433333,0.021133333,6.005833333,0.0386,0.055933333,0,0.2844,0.005933333,0.111333333,0.001166667,0.103466667,0.016533333,0.034733333
587,0.0132,0.0619,0.0135,0.004766667,0.004833333,0.020633333,0.0083,37.30126667,0.005,0.001633333,0.1372,7.446166667,0,0.1678,0,0.243766667,0.116866667,0.010366667,0,0.100233333,0.0194,0.0356
608,0.038666667,0.059933333,0.009366667,0.2744,0.035433333,0.018233333,0.0131,24.30343333,0.004666667,0.0006,0.014233333,3.0738,0.071433333,0.0334,0.003666667,0.2384,0.004666667,0.017966667,0.0013,0.104366667,0.0667,0.055
609,0.0093,0.593533333,0.004266667,0.005466667,0.027333333,0.018833333,0.005433333,38.8382,0.0063,0.002333333,0.068933333,5.2468,0.075,0.021833333,0.003666667,0.242866667,0.008933333,0.087933333,0.002666667,0.150766667,0.076533333,0.0101
667,0.018633333,0.4868,0.003933333,0.008333333,0.0391,0.013,0.0043,38.03026667,0.0037,0.000866667,0.044433333,4.7691,0.099266667,0.014033333,0,0.249666667,0.003866667,0.0853,0.002333333,0.133633333,0.0514,0.0508
677,0.058833333,0.628366667,0.007866667,0.1099,0.058433333,0.015666667,0.018533333,28.58273333,0.004433333,0.0015,0.027533333,4.272266667,0.029766667,0.037166667,0.003766667,0.2809,0.0137,0.0939,0.003233333,0.1268,0.030533333,0.048666667
695,0.031466667,2.027933333,0.009433333,0.006966667,0.0259,0.016366667,0.015966667,30.46096667,0.0029,0.0011,0.015433333,4.087766667,0,0.0462,0.003666667,0.248866667,0.004633333,0.1279,0.001533333,0.130733333,0.067066667,0.018933333
696,0.057733333,0.101933333,0.017266667,0.263033333,0.033266667,0.017333333,0.031833333,24.87016667,0.0032,0.000866667,0.016466667,5.8192,0.081933333,0.071666667,0.003666667,0.2808,0.006533333,0.105033333,0.0034,0.163633333,0.0891,0.0525
731,0.045233333,0.411366667,0.0069,0.003433333,0.0576,0.009933333,0.011466667,23.86893333,0.004966667,0.002666667,0.0379,15.09033333,0,0.0356,0,0.226466667,0.003433333,0.079033333,0.002333333,0.113066667,0.076033333,0.011366667
739,0.018166667,0.605366667,0.004266667,0.020266667,0.029333333,0.017533333,0.007666667,37.8623,0.0032,0.000866667,0.012433333,5.763433333,0.022533333,0.034833333,0.007333333,0.253566667,0.005033333,0.127833333,0,0.115666667,0.039833333,0.0268
744,0.01255,0.69415,0.0049,0.00215,0.0053,0.01545,0.0053,38.16545,0.00525,0.0017,0.0469,4.6313,0,0.03825,0.011,0.2364,0.00445,0.10175,0,0.0732,0.04315,0.0269
745,0.0149,0.5502,0.0332,0.068066667,0.033,0.015266667,0.013133333,33.5186,0.007933333,0.025633333,0.031533333,4.266966667,0.1205,0.065433333,0.007333333,0.2738,0.090466667,0.133466667,0,0.1213,0.056566667,0.071766667
747,0.015233333,0.0548,0.082033333,0.1452,0.0216,0.014533333,0.032233333,28.7845,0.005766667,0.0069,0.039633333,3.0487,0.104266667,0.069066667,0,0.282933333,0.066566667,0.063433333,0.0003,0.170533333,0.043666667,0.043833333
752,0.011566667,0.5401,0.006166667,0.002933333,0.036633333,0.0248,0.0078,38.95436667,0.005566667,0.001933333,0.0276,4.882933333,0.219433333,0.024233333,0,0.2435,0.025533333,0.088666667,0.0035,0.158933333,0.066133333,0.013333333
754,0.011533333,0.6562,0.005233333,0.0089,0.087933333,0.016866667,0.008833333,36.91123333,0.003866667,0.0012,0.0151,3.754933333,0.2958,0.033933333,0,0.2473,0.057933333,0.093233333,0.006433333,0.072233333,0.027333333,0.0432
758,0.025333333,1.992333333,0.121266667,0.011833333,0.0386,0.0343,0.0446,30.3786,0.005166667,0.011833333,2.8048,3.080033333,0.1249,0.0708,0.007333333,0.272233333,0.086466667,0.242233333,0.008033333,0.0609,0.0231,0.025966667
768,0.024866667,0.2898,0.007,0.019266667,0.030466667,0.0161,0.010133333,26.9051,0.005233333,0.0028,0.060566667,15.62636667,0.096133333,0.0354,0,0.231366667,0.005266667,0.057366667,0.0038,0.1287,0.039566667,0.008633333
776,0.0261,0.4492,0.0071,0.0028,0.03785,0.0228,0.0073,40.4613,0.0072,0.0015,0.0122,5.19595,0.077,0.0227,0.0055,0.24065,0.0081,0.08085,0.002,0.12165,0.0598,0.0097
777,0.0239,2.066766667,0.010033333,0.004633333,0.026433333,0.007166667,0.010566667,23.5446,0.003833333,0.003366667,0.0475,15.32133333,0,0.0377,0.003666667,0.2296,0.0047,0.0659,0.002466667,0.1535,0.070933333,0.008666667
783,0.040833333,0.178666667,0.0174,0.1951,0.046966667,0.0189,0.024066667,30.51396667,0,0,0.056866667,3.195366667,0.1258,0.045333333,0,0.285933333,0.005766667,0.008233333,0.001633333,0.113066667,0.054466667,0.036333333
794,0.0195,0.064333333,0.010233333,0.1493,0.044866667,0.0136,0.017433333,30.41053333,0.0033,0.0015,0.033533333,1.176233333,0.122266667,0.039933333,0.003666667,0.281666667,0.007466667,0.009466667,0.000333333,0.089366667,0.0476,0.044833333
796,0.008433333,0.6061,0.013633333,0.331433333,0.016333333,0.011266667,0.004833333,16.7359,0.010033333,0.0051,14.99523333,0.771,0,0.019233333,0.011,0.2551,0.027233333,0.0593,0.001533333,0.023366667,0.0148,0.051233333
797,0.010066667,0.386333333,0.011,0.0836,0.018533333,0.016933333,0.0066,17.0506,0.0117,0.0025,11.96843333,0.9088,0,0.019,0.025633333,0.184033333,0.0221,0.041166667,0.001233333,0.042166667,0.0102,0.047533333
807,0.007266667,0.503766667,0.005033333,0.003533333,0.009966667,0.024466667,0.007566667,39.77043333,0.0038,0.003133333,0.020633333,4.805466667,0.1009,0.0235,0,0.2405,0.007166667,0.082066667,0,0.148366667,0.053566667,0.008966667
814,0.011633333,1.8156,0.008566667,0.0265,0.0269,0.0133,0.010266667,32.62713333,0.004566667,0.000833333,0.014966667,5.710633333,0.0902,0.0285,0,0.240866667,0.018766667,0.103233333,0.0002,0.1867,0.048233333,0.023433333
820,0.034566667,22.7315,0.054266667,0.327033333,0.010833333,0.010833333,0.0516,6.957166667,0,0.008166667,0.0469,0.112766667,0.009733333,0.172333333,0,0.273966667,0.008333333,0.187066667,0.002333333,0.096533333,0.0202,0.048066667
826,0.037766667,0.5569,0.007766667,0.0073,0.0345,0.0138,0.010833333,37.87823333,0.002966667,0.002366667,0.020766667,3.940066667,0.1668,0.040566667,0,0.244566667,0.0124,0.0603,0,0.127333333,0.0576,0.078833333
827,0.0267,0.05435,0.0131,0.0035,0.01405,0.00895,0.0088,43.28835,0.00355,0.00115,0.03485,3.9293,0.1777,0.0638,0,0.25555,0.089,0.1685,0,0.0886,0.0188,0.0859
844,0.024766667,0.7682,0.005866667,0.103533333,0.0392,0.012266667,0.196066667,30.08106667,0.004866667,0.014633333,3.291866667,1.308966667,0.112033333,0.3917,0.007333333,0.273933333,0.0764,0.1622,0,0.075633333,0.022333333,0.067333333
845,0.037133333,0.280933333,0.006666667,0.091333333,0.031633333,0.0156,0.021333333,27.78463333,0.012066667,0.001733333,0.0447,5.7974,0.037966667,0.057933333,0.003666667,0.28,0.005133333,0.086433333,0.000266667,0.111866667,0.0434,0.0452
851,0.00885,0.0037,0.04085,0.00995,0.0319,0.01325,0.01205,43.7073,0.0031,0.0012,0.03035,5.59755,0,0.10025,0.0055,0.2524,0.10785,0.29,0.0032,0.0988,0.02915,0.09335
894,0.012566667,0.101866667,0.111966667,0.1321,0.0107,0.012633333,0.034266667,27.6828,0.0053,0.0013,0.028733333,3.775933333,0.071166667,0.0446,0.003666667,0.278666667,0.1258,0.012666667,0,0.189066667,0.0846,0.036133333
906,0.02975,0.82885,0.0052,0.01905,0.05,0.01215,0.0058,43.8623,0.004,0.0007,0.0602,5.07255,0.25855,0.01815,0,0.1273,0.02425,0.0865,0.00245,0.10425,0.04155,0.07305
911,0.009566667,1.412833333,0.0073,0.002733333,0.058433333,0.013966667,0.007166667,43.07006667,0.005266667,0.000933333,0.0498,4.247733333,0.165566667,0.022733333,0,0.2487,0.029833333,0.101366667,0.002233333,0.1716,0.064633333,0.075
929,0.010466667,0.570933333,0.007633333,0.004433333,0.011466667,0.008833333,0.0136,39.75496667,0.004033333,0.004233333,0.019666667,5.125666667,0,0.031366667,0,0.243233333,0.003666667,0.060333333,0,0.181533333,0.0827,0.011566667
931,0.0319,0.1517,0.009133333,0.1826,0.020066667,0.019666667,0.0083,17.48736667,0.016833333,0.001233333,9.281966667,1.230166667,0.031466667,0.0236,0.011,0.266133333,0.0077,0.041833333,0.0012,0.036033333,0.0178,0.0482
935,0.0119,0.5051,0.0036,0.0058,0.043766667,0.007966667,0.0068,39.45693333,0.005766667,0.001966667,0.037666667,5.083933333,0.065166667,0.025166667,0.003666667,0.243166667,0.006866667,0.092266667,0.0021,0.131633333,0.085566667,0.0126
956,0.0388,1.099666667,0.005466667,0.006933333,0.026133333,0.018966667,0.014933333,30.99346667,0.003366667,0.001466667,0.0295,3.879066667,0,0.047733333,0,0.2373,0.005766667,0.087033333,0.000633333,0.122866667,0.074066667,0.017466667
970,0.00925,0.3131,0.00695,0.0028,0.00885,0.0089,0.0104,41.83675,0.0032,0.00115,0.10155,4.0031,0,0.0397,0,0.24815,0.00515,0.1057,0,0.13645,0.04595,0.02735
971,0.013466667,0.037166667,0.002333333,0.0309,0.024,0.012966667,0.011966667,33.00636667,0.034166667,0.001,0.038766667,6.970566667,0.1361,0.018733333,0,0.262233333,0.0212,0.0068,0,0.025666667,0.013733333,0.019866667
974,0.0026,0.390466667,0.006266667,0.138666667,0.0177,0.0097,0.0014,13.82996667,0.050433333,0.0015,27.45916667,1.433133333,0.0165,0.004366667,0.039933333,0.177633333,0.011166667,0.009133333,0.000966667,0.150133333,0.025166667,0.031733333
975,0.031766667,0.612866667,0.004866667,0.006833333,0.031733333,0.015533333,0.010366667,36.04663333,0.003433333,0.000666667,0.008833333,5.640033333,0.1286,0.030233333,0,0.248766667,0.005966667,0.071266667,0.005233333,0.1397,0.038633333,0.031333333
1006,0.012,0.813,0.0068,0.0169,0.0394,0.0087,0.0102,18.1991,0.0048,0.0054,0.1515,38.6297,0,0.0543,0,0.2276,0.0061,0.1015,0.0053,0.1167,0.0896,0.0023
1026,0.0361,0.1097,0.0085,0.0039,0.0073,0.0088,0.0127,18.9212,0.0044,0.0051,0.1047,30.9599,0,0.0419,0,0.2279,0.0047,0.1008,0.002,0.1353,0.0901,0.0031
1063,0.0223,0.927566667,0.004366667,0.0124,0.0451,0.0123,0.0144,36.39603333,0.001833333,0.0004,0.0189,1.971666667,0.2265,0.0833,0.003666667,0.249133333,0.0935,0.107333333,0.001166667,0.054733333,0.0307,0.038133333
1064,0.0175,0.276033333,0.0049,0.020233333,0.046666667,0.0138,0.012766667,37.93503333,0.004166667,0.0019,0.0125,4.333633333,0,0.033033333,0.003666667,0.249333333,0.0056,0.1045,0.002033333,0.141133333,0.050866667,0.0593
1151,0.028266667,0.572233333,0.0063,0.0086,0.021233333,0.015166667,0.012266667,33.0671,0.003633333,0.001066667,0.011666667,5.2427,0,0.040866667,0,0.238233333,0.004333333,0.103566667,0.001566667,0.142766667,0.063333333,0.036266667
1187,0.0212,1.2243,0.0053,0.0025,0.0475,0.01,0.0097,18.918,0.0032,0.0056,0.0654,34.1983,0,0.0484,0,0.2261,0.0066,0.1099,0.0051,0.0754,0.04,0.0055
1228,0.0293,1.3518,0.0115,0.0014,0.0229,0.0094,0.0177,21.4398,0.0047,0.0051,0.0852,37.7341,0,0.0306,0,0.2288,0.0029,0.0878,0.0037,0.155,0.1168,0.0036
1245,0.031,1.9612,0.0091,0.0014,0.0534,0.0103,0.013,19.662,0.0052,0.0064,0.1661,37.5055,0,0.0625,0.011,0.2291,0.007,0.1387,0.0071,0.0535,0.0519,0.0091
1315,0.024566667,0.5336,0.006866667,0.004766667,0.072,0.011133333,0.0092,39.30036667,0.0068,0.0021,0.034666667,4.979166667,0.114866667,0.035033333,0.007333333,0.2433,0.0105,0.0897,0.003433333,0.184333333,0.068866667,0.010333333
1337,0.015433333,0.738933333,0.005733333,0.0112,0.0367,0.013266667,0.0123,34.32966667,0.0059,0.0013,0.023833333,4.604966667,0,0.0337,0,0.252766667,0.0037,0.093233333,0.0061,0.132166667,0.068366667,0.016133333
1368,0.0074,0.2863,0.0029,0.006,0.023033333,0.0154,0.009533333,37.92776667,0.005566667,0.0021,0.018,5.009033333,0,0.035333333,0,0.2482,0.004033333,0.089466667,0.0003,0.104233333,0.066366667,0.010566667
1384,0.012066667,1.4672,0.0069,0.003433333,0.010866667,0.0064,0.0071,36.44916667,0.003966667,0.000666667,0.047033333,4.285533333,0.0521,0.021333333,0.003666667,0.244533333,0.0028,0.080833333,0,0.0788,0.064966667,0.023333333
1400,0.013666667,0.583333333,0.004366667,0.095366667,0.022033333,0.011233333,0.0101,34.4069,0.0088,0.002833333,0.047766667,4.813233333,0.027533333,0.039366667,0,0.239233333,0.004933333,0.104533333,0.002,0.111533333,0.036933333,0.009066667
1401,7.77115,18.9615,0.81635,0.4274,2.43805,4.3522,4.0372,1037.9831,0.59665,0.07555,512.82505,84.9271,4.1405,8.98945,0.011,0.58365,1.43385,0.7816,0,0.01165,3.4976,5.9989
1416,0.009133333,0.434066667,0.0069,0.0182,0.014833333,0.013466667,0.007133333,39.16523333,0.0063,0.001466667,0.006166667,3.675766667,0.039333333,0.066466667,0.011,0.244,0.102733333,0.079966667,0,0.100333333,0.025466667,0.0529
1417,0.011433333,0.915033333,0.0038,0.026566667,0.0227,0.009,0.017066667,36.38036667,0.003866667,0.001666667,0.021366667,6.339533333,0.113766667,0.0398,0.007333333,0.256166667,0.056933333,0.144333333,0,0.0846,0.026933333,0.078266667
1424,0.00675,0.47615,0.00525,0.00255,0.0181,0.0059,0.00645,43.18535,0.00335,0.0009,0.0307,4.2919,0.25435,0.0166,0,0.2527,0.0173,0.11945,0,0.0945,0.05845,0.0181
1425,0.0116,0.47665,0.003,0.02155,0.0247,0.0085,0.00635,43.81145,0.00345,0.0012,0.01675,4.18045,0.15275,0.06505,0,0.25155,0.0067,0.1171,0,0.09195,0.0505,0.02695
1426,0.0097,0.61865,0.0027,0.0198,0.01385,0.00955,0.00675,43.0347,0.0022,0.0015,0.02445,4.43065,0.1171,0.027,0,0.2506,0.0106,0.11835,0,0.0922,0.0285,0.02725
1429,0.02405,0.0814,0.00375,0.0027,0.0048,0.0063,0.0164,43.8148,0.0039,0.0055,0.0301,5.386,0,0.2003,0,0.2503,0.0958,0.37665,0,0.09185,0.0243,0.041
1441,0.00805,0.0437,0.00205,0.0027,0.00915,0.01855,0.0199,39.89995,0.0044,0.0008,0.0343,1.3122,0.16135,0.01285,0.0055,0.2574,0.01965,0.01495,0,0.0509,0.02415,0.0774
1444,0.0291,1.2435,0.0067,0.0053,0.0218,0.01485,0.01035,35.73295,0.0048,0.0011,0.0118,4.6014,0,0.05205,0,0.24605,0.00575,0.08195,0.00065,0.13265,0.07365,0.02375
1449,0.01985,0.375,0.007,0.0055,0.0193,0.0087,0.00585,35.44695,0.00415,0.002,0.01715,5.41165,0.11615,0.0194,0,0.255,0.01145,0.1758,0,0.08775,0.0111,0.02185
1495,0.0292,0.0333,0.00965,0.0156,0.0338,0.01565,0.0122,41.2829,0.00035,0.0093,0.01905,5.20225,0.1512,0.21335,0.0096,0.24595,0.1097,0.2934,0.00055,0.20425,0.0966,0.07185
1510,0.014066667,1.6608,0.0128,0.002833333,0.0117,0.013466667,0.010066667,34.77933333,0.005166667,0.002266667,0.028466667,4.178933333,0.051633333,0.069066667,0,0.2507,0.005166667,0.1272,0,0.1083,0.044066667,0.0406
1603,0.019133333,0.696666667,0.005533333,0.004466667,0.052733333,0.015733333,0.008433333,38.7793,0.003466667,0.0013,0.0051,4.582633333,0.170366667,0.061466667,0,0.2498,0.0154,0.081866667,0.001433333,0.141266667,0.0662,0.0286
1606,0.013633333,0.580933333,0.004466667,0.003866667,0.0471,0.011733333,0.007233333,39.7237,0.003833333,0.0015,0.017466667,4.6569,0.1855,0.0435,0.003666667,0.251466667,0.022133333,0.1038,0.0069,0.148433333,0.0727,0.028266667
1645,0.009266667,1.073733333,0.019966667,0.144333333,0.0265,0.008566667,0.007633333,16.5087,0.032166667,0.005133333,14.21753333,1.399033333,0,0.014533333,0.011,0.2568,0.034033333,0.0558,0.001866667,0.0432,0.021666667,0.031833333
1646,0.033133333,0.845066667,0.0097,0.498633333,0.014833333,0.012166667,0.011866667,31.73073333,0.008033333,0.005366667,0.226466667,3.9272,0.119833333,0.341666667,0.007333333,0.269766667,0.0353,0.141333333,0,0.066666667,0.014633333,0.031166667
1647,0.017966667,1.7192,0.108466667,0.410833333,0.029633333,0.0151,0.0227,33.2899,0.032,0.0296,3.209133333,4.048766667,0.1213,0.076533333,0.011,0.264833333,0.1648,0.158433333,0.0004,0.059166667,0.029066667,0.0268
1649,0.0353,1.2548,0.0046,0.34075,0.01175,0.0137,0.0099,31.4838,0.0068,0.00555,0.06715,3.45015,0.0556,0.37295,0.0055,0.27885,0.0333,0.1754,0,0.0572,0.02505,0.08105
1650,0.030066667,0.829466667,0.0037,0.2003,0.015766667,0.010633333,0.0091,34.73736667,0.007866667,0.0045,0.168766667,3.7466,0.082233333,0.3352,0.007333333,0.2734,0.032633333,0.1385,0,0.0611,0.014466667,0.079766667
1651,0.021166667,0.349033333,0.005966667,1.372533333,0.014866667,0.0149,0.010966667,33.8482,0.0075,0.0029,3.6945,4.317033333,0.0362,0.2337,0.011,0.283166667,0.020066667,0.121966667,0,0.0399,0.0118,0.0614
1659,0.015733333,0.080766667,0.002733333,0.1136,0.016133333,0.016033333,0.007,28.437,0.004966667,0.0008,0.045733333,7.275266667,0.110233333,0.0235,0,0.270133333,0.005333333,0.0072,0,0.0242,0.018733333,0.035866667
1660,0.036866667,0.286733333,0.011366667,0.128933333,0.0226,0.026533333,0.013866667,15.72936667,0.007,0.002466667,6.140266667,3.483033333,0.018866667,0.027633333,0.011,0.1742,0.0096,0.0444,0.002633333,0.0407,0.0239,0.0446
