Strain,4.Aminobutyrate,Acetate,Acetoin,Acetone,Alanine,Butyrate,Citrate,Ethanol,Formate,Fumarate,Glucose,Glycerol,Lactate,Malate,Maltose,Methanol,Pyruvate,Succinate,Valine,Acetaldehyde.Hydrate.IFR,Acetaldehyde.IFR,Ethyl Acetate
2265,0.0301,0.33145,0.0323,0.0137,0.0292,0.01575,0.02265,32.9471,0.0073,0.02685,0.03565,0.4165,9.57735,0.1283,0,0.2627,0.0762,0.72265,0.0005,0.2353,0.11355,0.07165
2321,0.0116,0.244366667,0.110166667,0.1152,0.015433333,0.019333333,0.0324,26.8232,0.005133333,0.002,0.012733333,3.7037,0,0.040266667,0,0.2693,0.120333333,0.013133333,0,0.2149,0.0902,0.0374
2322,0.012,0.893966667,0.0817,0.1322,0.0114,0.012766667,0.022866667,26.1072,0.006766667,0.006933333,0.022066667,4.057266667,0.097233333,0.0604,0,0.247366667,0.198233333,0.066,0,0.094266667,0.039133333,0.023866667
2395,0.0099,0.065066667,0.04,0.066666667,0.0124,0.013166667,0.032233333,27.65146667,0.003,0.001533333,0.010266667,3.284033333,0.1037,0.032633333,0,0.281366667,0.072233333,0.008333333,0,0.145933333,0.048766667,0.041533333
2396,0.0162,0.256766667,0.069666667,0.0907,0.017666667,0.0165,0.107433333,34.63043333,0.003666667,0.005566667,0.0279,3.781466667,0,0.075366667,0,0.2845,0.163333333,0.091066667,0,0.182766667,0.063766667,0.1126
2397,0.035833333,0.582866667,0.0095,0.008,0.0448,0.013633333,0.009366667,36.82573333,0.003933333,0.000933333,0.0141,4.639933333,0.2026,0.0444,0,0.243933333,0.0172,0.091633333,0.0009,0.135533333,0.0499,0.025
2403,0.012033333,0.655066667,0.027633333,0.0179,0.1121,0.012333333,0.0044,37.47523333,0.0218,0.002133333,0.0301,4.0729,0.030066667,0.153966667,0,0.246566667,0.205366667,0.207333333,0.000333333,0.2534,0.091133333,0.043033333
2433,0.024133333,0.706,0.006266667,0.004733333,0.040533333,0.016033333,0.010166667,34.41946667,0.0039,0.002,0.060766667,14.98463333,0.069566667,0.0477,0,0.238933333,0.007566667,0.1058,0.0032,0.0971,0.050533333,0.039633333
2439,0.043066667,0.338633333,0.019733333,0.093533333,0.0306,0.015266667,0.018833333,16.2705,0.0066,0.003233333,3.684366667,2.619233333,0.046566667,0.0432,0.011,0.274333333,0.019,0.062766667,0.002133333,0.047633333,0.019333333,0.0432
2440,0.0343,0.2051,0.014433333,0.5483,0.031966667,0.031366667,0.0245,18.1163,0.005966667,0.003733333,3.550066667,3.9973,0.0675,0.046366667,0.011,0.270433333,0.029033333,0.0761,0.001566667,0.048233333,0.015333333,0.047733333
2449,0.011033333,0.067266667,0.0043,0.022233333,0.0178,0.013333333,0.010733333,33.74643333,0.0161,0.001033333,0.031466667,7.147233333,0.103133333,0.018166667,0,0.2625,0.044466667,0.010266667,0,0.032866667,0.010133333,0.016166667
2450,0.018333333,0.0513,0.0029,0.019166667,0.0375,0.012866667,0.0082,30.0847,0.0007,0.0009,0.025766667,5.576,0.0624,0.017466667,0,0.2533,0.005733333,0.015333333,0.000333333,0.024,0.0104,0.021333333
2473,0.028633333,0.191666667,0.007933333,0.1616,0.044066667,0.0197,0.0215,24.36536667,0.041033333,0.001033333,0.046966667,5.8303,0.103333333,0.0452,0,0.2732,0.011433333,0.007333333,0,0.046433333,0.0194,0.0378
2480,0.0189,0.3631,0.061133333,0.131166667,0.026933333,0.014033333,0.2798,36.0566,0.008266667,0.023766667,0.040233333,3.390233333,0.070033333,0.130833333,0,0.2838,0.183233333,0.151733333,0.0004,0.288666667,0.084133333,0.080733333
2483,0.022,0.830933333,0.004533333,0.021766667,0.020433333,0.0261,0.014533333,35.55443333,0.0038,0.001366667,0.0151,6.253233333,0.126933333,0.0413,0.003666667,0.2548,0.051766667,0.152533333,0,0.085133333,0.024466667,0.051633333
2486,0.009333333,0.0027,0.0417,0.1063,0.0139,0.007133333,0.306066667,21.4444,0.0033,0.048366667,0.0426,3.129266667,0,0.138966667,0,0.1877,0.121933333,0.123666667,0.0005,0.206133333,0.038933333,0.054766667
2489,0.0443,0.736666667,0.006066667,0.003933333,0.038,0.022466667,0.0087,35.06303333,0.004533333,0.003366667,0.092166667,11.01796667,0.049633333,0.0392,0.007333333,0.231766667,0.015933333,0.115466667,0.001233333,0.090666667,0.022566667,0.037866667
2491,0.012233333,0.370233333,0.0547,0.0714,0.0316,0.013166667,0.011766667,37.93963333,0.004033333,0.0146,0.03,4.296133333,0,0.0827,0.003666667,0.276766667,0.157366667,0.060033333,0,0.173766667,0.081166667,0.072333333
2508,0.012766667,1.295233333,0.004233333,0.0216,0.011766667,0.0093,0.008866667,32.90036667,0.0059,0.000433333,0.015933333,6.683933333,0.256933333,0.024833333,0.003666667,0.254733333,0.055166667,0.159833333,0,0.107266667,0.0333,0.0154
2513,0.017266667,0.1678,0.006633333,0.029566667,0.022566667,0.012766667,0.013866667,35.23863333,0.005466667,0.0009,0.008133333,4.684266667,0,0.045166667,0,0.2545,0.0047,0.0915,0.0002,0.167566667,0.0588,0.0621
2521,0.019366667,0.939266667,0.0411,0.113233333,0.032033333,0.0127,0.011,33.87283333,0.0032,0.0008,0.059833333,2.454166667,0.1381,0.035,0,0.286833333,0.024666667,0.018866667,0,0.115133333,0.045366667,0.0542
2529,0.052566667,0.224766667,0.019333333,0.1017,0.025566667,0.013633333,0.0187,28.5332,0.003166667,0.004,0.052266667,4.187066667,0,0.054766667,0,0.264933333,0.006466667,0.097866667,0.000133333,0.180666667,0.0751,0.039533333
2559,0.03985,0.2299,0.0233,0.00405,0.02035,0.01305,0.02655,41.91835,0.00605,0.0348,0.04615,0.01795,0.14925,0.191,0.011,0.25635,0.1411,0.43685,0,0.08345,0.0584,0.06095
2560,0.0131,0.0529,0.003,0.0271,0.0174,0.0106,0.0109,32.2502,0.0127,0.0013,0.0021,7.8511,0.1011,0.0177,0,0.2646,0.012,0.0106,0,0.027,0.011,0.0168
2568,0.0376,0.38065,0.00285,0.022,0.04285,0.01525,0.0134,20.8147,0.00435,0.00195,0.0409,2.44865,0.0714,0.03935,0.0055,0.25235,0.04835,0.08655,0.00035,0.09945,0.00795,0.04715
2572,0.032366667,0.946466667,0.006466667,0.010133333,0.04,0.0086,0.009766667,21.06566667,0.003566667,0.0028,0.0621,12.36016667,0.008233333,0.0369,0,0.228,0.005066667,0.0655,0.003133333,0.066,0.0222,0.012
2577,0.0318,0.967666667,0.010333333,0.0024,0.035733333,0.0053,0.012466667,25.0677,0.004666667,0.0034,0.0448,14.3393,0.1086,0.037433333,0.003666667,0.1505,0.005566667,0.067833333,0.001766667,0.0807,0.053033333,0.011066667
2578,0.03,1.799366667,0.011933333,0.0036,0.031466667,0.015566667,0.0224,21.5227,0.005033333,0.004633333,0.029866667,17.3219,0,0.071366667,0.007333333,0.235166667,0.004833333,0.122766667,0.003266667,0.104066667,0.052133333,0.011366667
2580,0.0121,0.1312,0.0374,0.101633333,0.0297,0.0165,0.0435,32.64963333,0.010233333,0.001266667,0.044433333,3.505,0.108833333,0.0408,0,0.284166667,0.1461,0.0195,0,0.184833333,0.0603,0.057866667
2581,0.037933333,0.472966667,0.011066667,0.4207,0.025433333,0.014266667,0.014,15.69436667,0.005433333,0.002966667,5.731966667,1.292466667,0.0183,0.043866667,0.011,0.271666667,0.012866667,0.055633333,0.002033333,0.0569,0.015466667,0.0349
2592,0.0289,1.2295,0.0058,0.009233333,0.026433333,0.016933333,0.010133333,32.05476667,0.0052,0.001033333,0.012333333,4.845333333,0,0.040033333,0,0.236033333,0.0052,0.0722,6.67E-05,0.087366667,0.036833333,0.015866667
2597,0.021533333,0.0297,0.035733333,0.002833333,0.035333333,0.027933333,0.0057,39.654,0.005466667,0.003933333,0.0531,4.072333333,0.0017,0.073733333,0,0.237566667,0.012666667,0.1397,0,0.034266667,0.013466667,0.0523
2599,0.0148,1.405833333,0.048966667,0.8271,0.024533333,0.018633333,0.022466667,24.65323333,0.013733333,0.0156,6.451633333,2.5613,0.042533333,0.0735,0.007333333,0.178866667,0.077166667,0.098266667,0.001233333,0.072333333,0.027566667,0.0243
2600,0.0316,0.926266667,0.012033333,0.003133333,0.034466667,0.013033333,0.0225,27.04433333,0.006766667,0.003566667,0.020933333,16.1545,0,0.0508,0.003666667,0.2361,0.004566667,0.085966667,0.0018,0.084133333,0.059266667,0.011133333
2605,0.015266667,0.976633333,0.065633333,0.086633333,0.020066667,0.012033333,0.026066667,22.88456667,0.009733333,0.012833333,3.775633333,2.9785,0.064633333,0.071466667,0.003666667,0.2397,0.129133333,0.087966667,0.000433333,0.0514,0.016166667,0.0258
2629,0.0288,0.743266667,0.010533333,0.003066667,0.029766667,0.019766667,0.013233333,27.74196667,0.004833333,0.002466667,0.041833333,16.66496667,0.023,0.0298,0.003666667,0.234266667,0.004,0.057466667,0.001366667,0.104133333,0.0592,0.0095
2644,0.014366667,0.079833333,0.005133333,0.0154,0.0118,0.011333333,0.008033333,32.42136667,0.0024,0.000666667,0.040533333,6.068533333,0,0.0388,0,0.2554,0.015066667,0.1238,0.000433333,0.126333333,0.0436,0.0194
2666,0.00875,0.8678,0.04035,0.0097,0.01085,0.0058,0.02835,13.31155,0.00655,0.0214,0.1919,2.16405,0.0467,0.12435,0.0055,0.1335,0.12615,0.06055,0,0.0085,0.01945,0.01545
2675,0.0358,0.032633333,0.012133333,0.002633333,0.016033333,0.038166667,0.006666667,40.13213333,0.005,0.000933333,0.092666667,2.602966667,0.1638,0.058666667,0.003666667,0.247233333,0.026233333,0.1316,0.0005,0.072366667,0.022033333,0.0493
2693,0.023266667,0.578933333,0.003766667,0.002466667,0.065133333,0.0085,0.010266667,35.23056667,0.008333333,0.002666667,0.013566667,5.407266667,0.114933333,0.028366667,0,0.2213,0.008766667,0.067333333,0.002166667,0.098766667,0.035933333,0.008066667
2701,0.044166667,0.263666667,0.008733333,0.006633333,0.022433333,0.010566667,0.014866667,26.38986667,0.003266667,0.0023,0.0686,16.53486667,0,0.018866667,0,0.152266667,0.003933333,0.0577,0.0016,0.1891,0.1232,0.015866667
2702,0.017266667,0.985533333,0.0056,0.020533333,0.022833333,0.018033333,0.0115,36.63383333,0.004033333,0.0022,0.017833333,4.9976,0.162466667,0.048933333,0,0.255766667,0.084866667,0.199166667,0,0.136266667,0.042,0.0506
2729,0.012966667,0.051966667,0.0043,0.020633333,0.015066667,0.012433333,0.010766667,31.3375,0.009366667,0.0008,0.035033333,6.818666667,0.147966667,0.0215,0,0.258133333,0.010366667,0.005733333,0,0.029266667,0.012366667,0.051166667
2733,0.0277,0.3897,0.00605,0.005,0.0505,0.01285,0.00985,36.1327,0.0051,0.00105,0.0126,4.8039,0.1134,0.03845,0,0.2443,0.00645,0.0917,0.00095,0.1146,0.03935,0.02585
2737,0.0294,0.6937,0.006633333,0.0186,0.042666667,0.014066667,0.011333333,33.74253333,0.004366667,0.0012,0.010533333,4.927466667,0.037733333,0.0488,0,0.225533333,0.004766667,0.0915,1.00E-04,0.1053,0.058466667,0.0308
2739,0.015,0.829233333,0.0081,0.013333333,0.037666667,0.013433333,0.0059,36.69423333,0.004566667,0.0014,0.025533333,4.0771,0,0.0765,0.003666667,0.245666667,0.006733333,0.120833333,0,0.173833333,0.071033333,0.0531
2741,0.025366667,0.0422,0.0054,0.0041,0.057866667,0.010366667,0.038666667,20.22206667,0.002266667,0.000466667,0.076233333,4.0422,0.0714,0.030933333,0.007333333,0.205833333,0.013966667,0.0053,0.0003,0.0636,0.0337,0.052233333
2742,0.02975,0.5919,0.00325,0.0027,0.04045,0.0223,0.0056,38.52685,0.00425,0.0018,0.04405,5.3135,0,0.01635,0.0055,0.24285,0.00245,0.07605,0.00745,0.12145,0.06425,0.01075
2752,0.0053,0.04405,0.0012,0.04255,0.0069,0.0261,0.00955,27.84655,0.0026,0.00045,0.0221,3.10655,0.1614,0.0105,0,0.23235,0.0022,0.01105,0,0.0134,0.0082,0.0104
2753,0.0427,0.0232,0.013,0.1701,0.03605,0.0162,0.0193,29.77625,0.0034,0.0011,0.023,4.68045,0,0.0359,0,0.2883,0.0048,0.01185,0,0.16055,0.0344,0.07425
2754,0.028333333,0.389933333,0.0256,0.0275,0.014933333,0.016633333,0.027566667,22.7493,0.004766667,0.001366667,0.0116,5.5219,0.043833333,0.059566667,0,0.245366667,0.043366667,0.1297,0,0.083666667,0.012866667,0.038066667
2775,0.0094,0.868633333,0.0117,0.003066667,0.0573,0.018033333,0.010966667,40.40186667,0.006933333,0.002933333,0.0134,5.250066667,0.165033333,0.045366667,0.003666667,0.2432,0.033433333,0.073366667,0,0.162666667,0.0649,0.0143
2789,0.018733333,1.010033333,0.004633333,0.018666667,0.024733333,0.0166,0.0113,36.28366667,0.0027,0.0036,0.012833333,1.341233333,0.136166667,0.185233333,0,0.250666667,0.084366667,0.1403,0,0.081366667,0.024533333,0.0432
2790,0.015033333,1.661233333,0.006966667,0.003133333,0.0063,0.0135,0.016933333,34.0823,0.0039,0.0027,0.011666667,3.9693,0,0.0478,0,0.2387,0.004,0.146166667,0,0.197133333,0.090933333,0.0138
2791,0.054666667,0.8574,0.012633333,0.003533333,0.0468,0.0129,0.019533333,25.98726667,0.005,0.003133333,0.047666667,15.6373,0,0.0386,0,0.2242,0.003533333,0.0783,0.004266667,0.150333333,0.065166667,0.011333333
2797,0.007566667,1.344733333,0.011066667,0.002933333,0.0071,0.013433333,0.015533333,35.23126667,0.008266667,0.0027,0.0227,4.0982,0,0.0358,0,0.2403,0.0041,0.2075,0,0.187566667,0.0651,0.013633333
2804,0.016366667,0.099033333,0.005383333,0.00465,0.01665,0.0156,0.011333333,27.5107,0.008066667,0.0015,0.0337,11.59193333,0.0635,0.02815,0.003666667,0.235516667,0.024283333,0.03215,0.00105,0.112666667,0.036066667,0.029316667
2808,0.024566667,0.561433333,0.0062,0.0027,0.057233333,0.013166667,0.009466667,33.0163,0.0046,0.0006,0.031533333,4.3911,0.1934,0.057766667,0.003666667,0.252766667,0.015666667,0.100833333,0.002566667,0.082766667,0.010066667,0.0279
2809,0.0029,0.108533333,0.016333333,0.0025,0.001533333,0.0173,0.008333333,21.91413333,0.011333333,0.0086,15.65273333,0.1907,0,0.015766667,0.011,0.157566667,0.022233333,0.1312,0,0.057666667,0.015666667,0.034066667
2827,0.0291,0.909,0.006533333,0.021666667,0.0205,0.0276,0.0163,36.85296667,0.003933333,0.0014,0.011033333,6.370566667,0.112166667,0.0451,0.003666667,0.253066667,0.0565,0.145433333,0,0.096066667,0.0263,0.062
2864,0.012266667,0.157233333,0.0044,0.023666667,0.010133333,0.027666667,0.0113,29.214,0.0023,0.001066667,0.018066667,3.685033333,0.189366667,0.0423,0,0.2348,0.016366667,0.057833333,0,0.0257,0.016966667,0.0106
2875,0.030633333,0.857333333,0.006333333,0.02,0.025,0.0163,0.010666667,32.47896667,0.004633333,0.000733333,0.014633333,4.801266667,0.066133333,0.035233333,0,0.2324,0.005733333,0.079633333,0.001066667,0.146666667,0.0666,0.042066667
2878,0.016566667,0.065633333,0.0045,0.041333333,0.021,0.011566667,0.012233333,27.88463333,0.007266667,0.001066667,0.048,6.591033333,0.1945,0.0221,0,0.258333333,0.0075,0.0138,0,0.0217,0.0115,0.0226
2885,0.072566667,0.099433333,0.0068,0.015733333,0.068933333,0.015466667,0.0159,29.8493,0.009866667,0.001133333,0.0866,5.845333333,0.027233333,0.048766667,0.003666667,0.285866667,0.005766667,0.118133333,0.0036,0.111166667,0.0368,0.0337
2886,0.025933333,0.144866667,0.011833333,0.002833333,0.015766667,0.030466667,0.008566667,41.8556,0.003866667,0.000866667,0.038066667,1.954066667,0.151,0.038333333,0,0.250433333,0.015333333,0.1031,0,0.0901,0.035766667,0.0796
2887,0.025733333,0.797033333,0.004633333,0.0025,0.047633333,0.014166667,0.007566667,42.08976667,0.0059,0.001,0.0619,4.947233333,0.244233333,0.023366667,0,0.248933333,0.022366667,0.087833333,0.003666667,0.088933333,0.042,0.046
2888,0.021533333,0.366933333,0.003866667,0.007133333,0.028033333,0.017366667,0.021266667,26.29196667,0.005166667,0.0023,0.049833333,14.63706667,0.038533333,0.032566667,0,0.229233333,0.006366667,0.0381,0.0026,0.171033333,0.034433333,0.015066667
2889,0.013133333,0.287566667,0.0071,0.003766667,0.0201,0.021333333,0.0332,28.37213333,0.0052,0.002666667,0.087433333,14.04436667,0.056533333,0.040733333,0.007333333,0.229566667,0.005233333,0.047666667,0.0009,0.244366667,0.1063,0.031533333
2890,0.0392,0.229266667,0.012,0.0031,0.0381,0.019266667,0.022133333,31.69773333,0.004933333,0.003433333,0.064933333,13.77333333,0.154166667,0.0478,0,0.229866667,0.0127,0.037833333,0.002933333,0.072033333,0.0474,0.032333333
2897,0.006933333,1.051633333,0.005466667,0.003,0.005233333,0.0178,0.011533333,37.64313333,0.0046,0.0021,0.021866667,5.1917,0.0316,0.034866667,0,0.244166667,0.003766667,0.138233333,0,0.133433333,0.0649,0.012766667
2898,0.008666667,0.654233333,0.009766667,0.004433333,0.0087,0.016766667,0.009066667,38.1166,0.005466667,0.003433333,0.0298,4.832266667,0.0394,0.056366667,0,0.241033333,0.007033333,0.1072,0,0.170166667,0.077466667,0.0086
2904,0.0466,0.315116667,0.015766667,0.007683333,0.039533333,0.015,0.0446,29.86981667,0.005166667,0.009216667,0.041433333,7.02705,0.041316667,0.099966667,0.001833333,0.23865,0.013383333,0.1813,0.001816667,0.10695,0.014783333,0.013416667
2907,0.043166667,0.246933333,0.004366667,0.0023,0.052533333,0.0243,0.009766667,42.31056667,0.005833333,0.0015,0.0528,7.162366667,0,0.046466667,0.003666667,0.252633333,0.006566667,0.761066667,0.000533333,0.066933333,0.033533333,0.0783
2908,0.03015,0.37555,0.0049,0.00605,0.02555,0.01175,0.00725,36.59905,0.0033,0.0012,0.03455,4.31805,0.2583,0.02175,0,0.2493,0.02585,0.07405,0.0006,0.09575,0.0345,0.02065
2927,0.007266667,0.430733333,0.003833333,0.003066667,0.006333333,0.028566667,0.008066667,39.00513333,0.003233333,0.001433333,0.0487,4.907233333,0.022866667,0.026566667,0,0.242066667,0.003666667,0.098833333,0,0.124666667,0.052766667,0.009966667
2931,0.005,0.213766667,0.002466667,0.001833333,0.004166667,0.021733333,0.005533333,36.39353333,0.022333333,0.001933333,0.0285,4.9544,0,0.0124,0,0.239933333,0.001766667,0.0426,0,0.069266667,0.0229,0.0097
2932,0.004833333,0.0509,0.001866667,0.002066667,0.004633333,0.019633333,0.004366667,38.4395,0.0145,0.0016,0.035366667,4.8969,0.246366667,0.008966667,0.003666667,0.241,0.0195,0.011233333,0,0.045333333,0.022066667,0.011333333
2933,0.004233333,0.0993,0.002266667,0.0022,0.0071,0.024566667,0.002366667,37.96423333,0.0246,0.001633333,0.029833333,4.937933333,0.170333333,0.006833333,0,0.243533333,0.0194,0.006,0,0.0472,0.0172,0.0077
2934,0.008133333,0.266666667,0.009433333,0.003166667,0.005733333,0.0132,0.008066667,33.31026667,0.007566667,0.003133333,0.026666667,5.045533333,0.086966667,0.043066667,0,0.229633333,0.005833333,0.187266667,0.001333333,0.097666667,0.035466667,0.0047
2935,0.015833333,0.653866667,0.003366667,0.002133333,0.055533333,0.010733333,0.009266667,36.81803333,0.009,0.0018,0.024733333,5.820066667,0,0.024533333,0,0.2308,0.003333333,0.072633333,0.000966667,0.107666667,0.037633333,0.0093
2945,0.0415,0.8481,0.0052,0.0075,0.032833333,0.016466667,0.012633333,33.16463333,0.002966667,0.001133333,0.011966667,4.8128,0,0.045666667,0.003666667,0.246633333,0.003866667,0.0884,0.000966667,0.119266667,0.0449,0.023
2948,0.021566667,2.6572,0.009033333,0.005333333,0.0061,0.011533333,0.01,28.4019,0.004833333,0.001033333,0.0265,4.372866667,0,0.060133333,0.003666667,0.259833333,0.004366667,0.136033333,0,0.1164,0.052266667,0.066766667
2956,0.011066667,0.7689,0.006133333,0.002766667,0.0125,0.015333333,0.0103,38.06543333,0.0062,0.001966667,0.036266667,5.0165,0,0.024566667,0,0.251366667,0.0034,0.0974,0,0.1524,0.084333333,0.010833333
2976,0.023033333,1.016566667,0.0046,0.0105,0.055266667,0.014066667,0.010466667,35.69883333,0.003233333,0.000833333,0.021566667,4.135266667,0,0.0455,0,0.242733333,0.004733333,0.0802,0,0.183133333,0.0603,0.0626
2980,0.0404,0.477066667,0.006,0.003033333,0.1384,0.013,0.011333333,39.5269,0.0047,0.002,0.044633333,5.316,0.143466667,0.0332,0,0.244866667,0.009833333,0.087266667,0.010866667,0.147066667,0.071266667,0.0126
2981,0.007233333,0.5536,0.007033333,0.003133333,0.009933333,0.015266667,0.0082,38.55406667,0.0053,0.0025,0.024233333,4.782766667,0.055766667,0.035066667,0.003666667,0.242366667,0.004066667,0.110933333,0,0.169533333,0.078733333,0.013933333
2991,0.024166667,0.441866667,0.0086,0.019633333,0.0128,0.015833333,0.010066667,37.31733333,0.005033333,0.001,0.027566667,3.5402,0,0.037566667,0,0.2504,0.043333333,0.1698,0,0.139866667,0.018966667,0.029366667
2995,0.0075,1.146,0.009666667,0.002566667,0.004933333,0.0131,0.0183,36.98186667,0.003933333,0.002666667,0.0205,4.508866667,0,0.034533333,0,0.244933333,0.003833333,0.1398,0,0.2007,0.095966667,0.011133333
2999,0.0176,0.552666667,0.003633333,0.0107,0.028433333,0.0253,0.017366667,36.94406667,0.004033333,0.0039,0.015066667,1.308566667,0,0.325766667,0,0.246966667,0.1193,0.184166667,0,0.094733333,0.037,0.038966667
3000,0.022866667,0.517733333,0.004666667,0.002633333,0.027033333,0.024333333,0.008233333,35.98703333,0.012766667,0.0013,0.026566667,5.1413,0.069033333,0.0246,0,0.238933333,0.004666667,0.0609,0.001866667,0.084733333,0.039133333,0.018066667
